angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z,opponents,steer,accel,brake,gear_act
0,-0.682,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.662,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.642,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.622,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.602,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.582,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.562,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.542,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.522,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.502,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.482,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.462,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.442,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.422,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.402,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.382,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
